Country,Year,Inflation
Tunisia,2005,2.017786414
Turkiye,2005,8.179160368
Tuvalu,2005,
Tanzania,2005,5.034570093
Uganda,2005,8.448726423
Ukraine,2005,13.56957649
Upper middle income,2005,4.540369196
Uruguay,2005,4.69927739
United States,2005,3.392746845
Uzbekistan,2005,
St. Vincent and the Grenadines,2005,3.733429165
"Venezuela, RB",2005,
British Virgin Islands,2005,
Virgin Islands (U.S.),2005,
Viet Nam,2005,8.284572431
Vanuatu,2005,1.199200533
World,2005,4.107250707
Samoa,2005,1.856763926
Kosovo,2005,-1.385189132
"Yemen, Rep.",2005,11.81126394
South Africa,2005,2.062846165
Zambia,2005,18.3244397
Zimbabwe,2005,
Aruba,2006,3.608024388
Africa Eastern and Southern,2006,8.898163802
Afghanistan,2006,6.78459655
Africa Western and Central,2006,4.415899842
Angola,2006,13.30521018
Albania,2006,2.370728319
Andorra,2006,
Arab World,2006,3.544985916
United Arab Emirates,2006,
Argentina,2006,
Armenia,2006,2.892356625
American Samoa,2006,
Antigua and Barbuda,2006,1.787785374
Australia,2006,3.555287737
Austria,2006,1.441548511
Azerbaijan,2006,8.328924829
Burundi,2006,2.745420002
Belgium,2006,1.791207701
Benin,2006,3.782176965
Burkina Faso,2006,2.333108564
Bangladesh,2006,6.765261171
Bulgaria,2006,7.261594628
Bahrain,2006,2.007469655
"Bahamas, The",2006,2.389826274
Bosnia and Herzegovina,2006,6.125566156
Belarus,2006,6.997129035
Belize,2006,-7.113767713
Bermuda,2006,
Bolivia,2006,4.282396048
Brazil,2006,4.183568129
Barbados,2006,7.307662628
Brunei Darussalam,2006,0.159888078
Bhutan,2006,5.00045438
Botswana,2006,11.55521879
Central African Republic,2006,6.695264658
Canada,2006,2.002025395
Central Europe and the Baltics,2006,3.930326038
Switzerland,2006,1.059509283
Channel Islands,2006,
Chile,2006,3.392017337
China,2006,1.649430995
Cote d'Ivoire,2006,2.467191486
Cameroon,2006,5.11757816
"Congo, Dem. Rep.",2006,13.05269497
"Congo, Rep.",2006,6.537843953
Colombia,2006,4.293423636
Comoros,2006,3.374363601
Cabo Verde,2006,5.369076871
Costa Rica,2006,11.47059681
Caribbean small states,2006,4.25195322
Cuba,2006,
Curacao,2006,3.114995241
Cayman Islands,2006,
Cyprus,2006,2.30468733
Czechia,2006,2.533992583
Germany,2006,1.577426428
Djibouti,2006,3.483406997
Dominica,2006,2.202391326
Denmark,2006,1.924221385
Dominican Republic,2006,7.572805239
Algeria,2006,2.311499185
East Asia & Pacific (excluding high income),2006,4.63747436
Early-demographic dividend,2006,5.687137726
East Asia & Pacific,2006,3.936162599
Europe & Central Asia (excluding high income),2006,7.795259728
Europe & Central Asia,2006,3.192886378
Ecuador,2006,3.298748463
"Egypt, Arab Rep.",2006,7.644526445
Euro area,2006,2.666314946
Eritrea,2006,
Spain,2006,3.515575768
Estonia,2006,4.437620424
Ethiopia,2006,12.29947631
European Union,2006,2.666314946
Fragile and conflict affected situations,2006,6.739930604
Finland,2006,1.566663807
Fiji,2006,2.490836388
France,2006,1.675124496
Faroe Islands,2006,
"Micronesia, Fed. Sts.",2006,4.637370086
Gabon,2006,-1.409401366
United Kingdom,2006,2.455661664
Georgia,2006,9.160965084
Ghana,2006,11.67918394
Gibraltar,2006,
Guinea,2006,34.6952706
"Gambia, The",2006,2.056503424
Guinea-Bissau,2006,1.954737176
Equatorial Guinea,2006,4.415899842
Greece,2006,3.195946841
Grenada,2006,4.25195322
Greenland,2006,
Guatemala,2006,6.560852828
Guam,2006,
Guyana,2006,6.677157904
High income,2006,2.495958513
"Hong Kong SAR, China",2006,2.000251604
Honduras,2006,5.577752077
Heavily indebted poor countries (HIPC),2006,6.739930604
Croatia,2006,3.189825915
Haiti,2006,11.34521522
Hungary,2006,3.930326038
IBRD only,2006,5.394935765
IDA & IBRD total,2006,6.099142477
IDA total,2006,6.389438617
IDA blend,2006,4.25195322
Indonesia,2006,13.1086721
IDA only,2006,6.695264658
Isle of Man,2006,
India,2006,5.796523376
Not classified,2006,
Ireland,2006,3.931639895
"Iran, Islamic Rep.",2006,10.01589825
Iraq,2006,53.23096291
Iceland,2006,6.687079061
Israel,2006,2.063526361
Italy,2006,2.09084391
Jamaica,2006,8.561064087
Jordan,2006,6.251724667
Japan,2006,0.249355116
Kazakhstan,2006,8.721693861
Kenya,2006,14.45373421
Kyrgyz Republic,2006,5.552123332
Cambodia,2006,5.810685505
Kiribati,2006,
St. Kitts and Nevis,2006,8.487485758
"Korea, Rep.",2006,2.242340285
Kuwait,2006,3.057013392
Latin America & Caribbean (excluding high income),2006,4.282396048
Lao PDR,2006,6.545594391
Lebanon,2006,
Liberia,2006,7.341446083
Libya,2006,1.459268762
St. Lucia,2006,2.395620825
Latin America & Caribbean,2006,4.25195322
Least developed countries: UN classification,2006,6.852466179
Low income,2006,7.310676136
Liechtenstein,2006,
Sri Lanka,2006,10.02018361
Lower middle income,2006,6.156876039
Low & middle income,2006,6.099142477
Lesotho,2006,6.072718797
Late-demographic dividend,2006,4.36552203
Lithuania,2006,3.739120041
Luxembourg,2006,2.666314946
Latvia,2006,6.536199088
"Macao SAR, China",2006,5.149973378
St. Martin (French part),2006,
Morocco,2006,3.28476167
Monaco,2006,
Moldova,2006,12.77775578
Madagascar,2006,10.76563716
Maldives,2006,2.738421316
Middle East & North Africa,2006,3.483406997
Mexico,2006,3.629467624
Marshall Islands,2006,
Middle income,2006,5.577752077
North Macedonia,2006,3.213629296
Mali,2006,1.543525969
Malta,2006,2.773780065
Myanmar,2006,19.99648734
Middle East & North Africa (excluding high income),2006,5.047032961
Montenegro,2006,2.924512581
Mongolia,2006,5.095166617
Northern Mariana Islands,2006,
Mozambique,2006,13.24508791
Mauritania,2006,6.241033281
Mauritius,2006,8.913501057
Malawi,2006,13.97429435
Malaysia,2006,3.609235642
North America,2006,2.613984748
Namibia,2006,4.961166893
New Caledonia,2006,
Niger,2006,0.04048583
Nigeria,2006,8.22522152
Nicaragua,2006,9.140199668
Netherlands,2006,1.101501065
Norway,2006,2.329349808
Nepal,2006,6.920335807
Nauru,2006,
New Zealand,2006,3.365401962
OECD members,2006,2.600153765
Oman,2006,3.544985916
Other small states,2006,3.709784798
Pakistan,2006,7.921084401
Panama,2006,2.457893331
Peru,2006,2.002258012
Philippines,2006,5.485232068
Palau,2006,4.429811434
Papua New Guinea,2006,2.368462384
Poland,2006,1.284693944
Pre-demographic dividend,2006,6.695264658
Puerto Rico,2006,
"Korea, Dem. People's Rep.",2006,
Portugal,2006,3.107665459
Paraguay,2006,9.589349411
West Bank and Gaza,2006,3.842341256
Pacific island small states,2006,4.429811434
Post-demographic dividend,2006,2.457924442
French Polynesia,2006,
Qatar,2006,11.83580962
Romania,2006,6.558514123
Russian Federation,2006,9.668654548
Rwanda,2006,8.882826548
South Asia,2006,6.77492886
Saudi Arabia,2006,2.209024079
Sudan,2006,7.199129901
Senegal,2006,2.112285839
Singapore,2006,0.962901778
Solomon Islands,2006,11.21998702
Sierra Leone,2006,
El Salvador,2006,4.037123594
San Marino,2006,2.095259356
Somalia,2006,
Serbia,2006,11.724023
Sub-Saharan Africa (excluding high income),2006,6.616554305
South Sudan,2006,
Sub-Saharan Africa,2006,6.537843953
Small states,2006,4.09405791
Sao Tome and Principe,2006,23.07703735
Suriname,2006,11.28130433
Slovak Republic,2006,4.483331204
Slovenia,2006,2.457924442
Sweden,2006,1.360214686
Eswatini,2006,5.304639463
Sint Maarten (Dutch part),2006,0.300601202
Seychelles,2006,-0.353465499
Syrian Arab Republic,2006,10.02411054
Turks and Caicos Islands,2006,
Chad,2006,8.03628898
East Asia & Pacific (IDA & IBRD countries),2006,4.63747436
Europe & Central Asia (IDA & IBRD countries),2006,6.997129035
Togo,2006,2.228977794
Thailand,2006,4.63747436
Tajikistan,2006,10.01086519
Turkmenistan,2006,
Latin America & the Caribbean (IDA & IBRD countries),2006,4.287909842
Timor-Leste,2006,3.936162599
Middle East & North Africa (IDA & IBRD countries),2006,6.251724667
Tonga,2006,6.149116065
South Asia (IDA & IBRD),2006,6.77492886
Sub-Saharan Africa (IDA & IBRD countries),2006,6.537843953
Trinidad and Tobago,2006,8.329603515
Tunisia,2006,3.225253374
Turkiye,2006,9.597242123
Tuvalu,2006,
Tanzania,2006,7.250972621
Uganda,2006,7.310676136
Ukraine,2006,9.052524911
Upper middle income,2006,4.415899842
Uruguay,2006,6.397649744
United States,2006,3.225944101
Uzbekistan,2006,
St. Vincent and the Grenadines,2006,2.740675161
"Venezuela, RB",2006,
British Virgin Islands,2006,
Virgin Islands (U.S.),2006,
Viet Nam,2006,7.418017151
Vanuatu,2006,2.040816327
World,2006,4.267174634
Samoa,2006,3.700086806
Kosovo,2006,0.621646939
"Yemen, Rep.",2006,10.84479869
South Africa,2006,3.243907765
Zambia,2006,9.019572472
Zimbabwe,2006,
Aruba,2007,5.392567845
Africa Eastern and Southern,2007,8.450774806
Afghanistan,2007,8.680570785
Africa Western and Central,2007,3.60736768
Angola,2007,12.25149745
Albania,2007,2.932682482
Andorra,2007,
Arab World,2007,4.74390639
United Arab Emirates,2007,
Argentina,2007,
Armenia,2007,4.407360896
American Samoa,2007,
Antigua and Barbuda,2007,1.416052594
Australia,2007,2.327611289
Austria,2007,2.168555288
Azerbaijan,2007,16.69975496
Burundi,2007,8.412062858
Belgium,2007,1.8230563
Benin,2007,1.298068133
Burkina Faso,2007,-0.230627306
Bangladesh,2007,9.106984969
Bulgaria,2007,8.40253419
Bahrain,2007,3.256666667
"Bahamas, The",2007,2.492577949
Bosnia and Herzegovina,2007,1.500777106
Belarus,2007,8.426752735
Belize,2007,2.318082746
Bermuda,2007,
Bolivia,2007,8.705609236
Brazil,2007,3.641272991
Barbados,2007,4.034229829
Brunei Darussalam,2007,0.96777412
Bhutan,2007,5.156111388
Botswana,2007,7.080998472
Central African Republic,2007,0.959917619
Canada,2007,2.138383993
Central Europe and the Baltics,2007,4.837329283
Switzerland,2007,0.732350603
Channel Islands,2007,
Chile,2007,4.407799384
China,2007,4.816767674
Cote d'Ivoire,2007,1.892006293
Cameroon,2007,0.921402246
"Congo, Dem. Rep.",2007,16.94510065
"Congo, Rep.",2007,2.654646451
Colombia,2007,5.544384858
Comoros,2007,4.466167101
Cabo Verde,2007,4.410997042
Costa Rica,2007,9.357244564
Caribbean small states,2007,4.034229829
Cuba,2007,
Curacao,2007,2.995720399
Cayman Islands,2007,
Cyprus,2007,2.372651837
Czechia,2007,2.853124372
Germany,2007,2.298344007
Djibouti,2007,4.965976546
Dominica,2007,3.632221293
Denmark,2007,1.693265862
Dominican Republic,2007,6.143566552
Algeria,2007,3.678995747
East Asia & Pacific (excluding high income),2007,4.810237043
Early-demographic dividend,2007,6.177806835
East Asia & Pacific,2007,3.764002592
Europe & Central Asia (excluding high income),2007,8.591466822
Europe & Central Asia,2007,2.915982619
Ecuador,2007,2.27618478
"Egypt, Arab Rep.",2007,9.318969058
Euro area,2007,2.453965281
Eritrea,2007,
Spain,2007,2.786797458
Estonia,2007,6.601326031
Ethiopia,2007,17.24040083
European Union,2007,2.510665652
Fragile and conflict affected situations,2007,4.617437722
Finland,2007,2.510665652
Fiji,2007,4.803706413
France,2007,1.48799806
Faroe Islands,2007,
"Micronesia, Fed. Sts.",2007,3.30634278
Gabon,2007,5.030318837
United Kingdom,2007,2.386561508
Georgia,2007,9.244897456
Ghana,2007,10.73426655
Gibraltar,2007,
Guinea,2007,18.17556561
"Gambia, The",2007,5.369134738
Guinea-Bissau,2007,4.617437722
Equatorial Guinea,2007,2.803738318
Greece,2007,2.895003215
Grenada,2007,3.858829225
Greenland,2007,
Guatemala,2007,6.821617536
Guam,2007,
Guyana,2007,12.20015444
High income,2007,2.771760587
"Hong Kong SAR, China",2007,2.035027134
Honduras,2007,6.936214709
Heavily indebted poor countries (HIPC),2007,7.254108413
Croatia,2007,2.899282756
Haiti,2007,6.557227726
Hungary,2007,7.958745165
IBRD only,2007,5.843975705
IDA & IBRD total,2007,6.160686694
IDA total,2007,6.676000633
IDA blend,2007,4.410997042
Indonesia,2007,6.406562813
IDA only,2007,7.02551437
Isle of Man,2007,
India,2007,6.372881356
Not classified,2007,
Ireland,2007,4.897115644
"Iran, Islamic Rep.",2007,17.34104046
Iraq,2007,-10.06749258
Iceland,2007,5.051557365
Israel,2007,0.455170954
Italy,2007,1.829741122
Jamaica,2007,9.244820673
Jordan,2007,4.74390639
Japan,2007,0.060039454
Kazakhstan,2007,10.84683621
Kenya,2007,9.75888023
Kyrgyz Republic,2007,10.23010327
Cambodia,2007,8.708827706
Kiribati,2007,3.592521313
St. Kitts and Nevis,2007,4.480886086
"Korea, Rep.",2007,2.534573821
Kuwait,2007,5.484949833
Latin America & Caribbean (excluding high income),2007,6.143566552
Lao PDR,2007,4.661972695
Lebanon,2007,
Liberia,2007,11.39189668
Libya,2007,6.25098783
St. Lucia,2007,2.823103737
Latin America & Caribbean,2007,4.578085724
Least developed countries: UN classification,2007,7.785568962
Low income,2007,7.928663849
Liechtenstein,2007,
Sri Lanka,2007,15.84211149
Lower middle income,2007,7.02551437
Low & middle income,2007,6.311934593
Lesotho,2007,8.01243669
Late-demographic dividend,2007,5.438758839
Lithuania,2007,5.737173828
Luxembourg,2007,2.312458618
Latvia,2007,10.09297758
"Macao SAR, China",2007,5.571496891
St. Martin (French part),2007,
Morocco,2007,2.042085127
Monaco,2007,
Moldova,2007,12.36716684
Madagascar,2007,10.28796632
Maldives,2007,6.794773539
Middle East & North Africa,2007,4.167823301
Mexico,2007,3.966849055
Marshall Islands,2007,
Middle income,2007,6.214397332
North Macedonia,2007,2.251757983
Mali,2007,1.412002017
Malta,2007,1.249219238
Myanmar,2007,35.02459707
Middle East & North Africa (excluding high income),2007,4.325807947
Montenegro,2007,4.347122157
Mongolia,2007,9.630963096
Northern Mariana Islands,2007,
Mozambique,2007,8.489486755
Mauritania,2007,7.254108413
Mauritius,2007,8.827292724
Malawi,2007,7.952209909
Malaysia,2007,2.027353178
North America,2007,2.495528237
Namibia,2007,6.547881411
New Caledonia,2007,
Niger,2007,0.053959261
Nigeria,2007,5.388007969
Nicaragua,2007,11.12693474
Netherlands,2007,1.613858598
Norway,2007,0.712589074
Nepal,2007,2.269219244
Nauru,2007,
New Zealand,2007,2.376143103
OECD members,2007,2.484704388
Oman,2007,5.830484181
Other small states,2007,5.103834376
Pakistan,2007,7.598684411
Panama,2007,4.168633165
Peru,2007,1.779986447
Philippines,2007,2.9
Palau,2007,3.238750358
Papua New Guinea,2007,0.911350456
Poland,2007,2.458743124
Pre-demographic dividend,2007,5.995907559
Puerto Rico,2007,
"Korea, Dem. People's Rep.",2007,
Portugal,2007,2.453965281
Paraguay,2007,8.130474177
West Bank and Gaza,2007,1.859743794
Pacific island small states,2007,4.369595142
Post-demographic dividend,2007,2.327611289
French Polynesia,2007,
Qatar,2007,13.75816258
Romania,2007,4.837329283
Russian Federation,2007,9.007298689
Rwanda,2007,9.080722059
South Asia,2007,7.196728975
Saudi Arabia,2007,4.167823301
Sudan,2007,14.75427708
Senegal,2007,5.853304285
Singapore,2007,2.104880036
Solomon Islands,2007,7.666020135
Sierra Leone,2007,11.64997445
El Salvador,2007,4.578085724
San Marino,2007,2.498945757
Somalia,2007,
Serbia,2007,6.391706444
Sub-Saharan Africa (excluding high income),2007,7.02551437
South Sudan,2007,
Sub-Saharan Africa,2007,6.78669789
Small states,2007,4.965976546
Sao Tome and Principe,2007,18.54851363
Suriname,2007,6.426279345
Slovak Republic,2007,2.756723716
Slovenia,2007,3.657495633
Sweden,2007,2.212168834
Eswatini,2007,8.076088279
Sint Maarten (Dutch part),2007,4.432457542
Seychelles,2007,5.320600273
Syrian Arab Republic,2007,3.907709504
Turks and Caicos Islands,2007,
Chad,2007,-8.97473962
East Asia & Pacific (IDA & IBRD countries),2007,4.810237043
Europe & Central Asia (IDA & IBRD countries),2007,8.40253419
Togo,2007,0.945673272
Thailand,2007,2.241540953
Tajikistan,2007,13.14912471
Turkmenistan,2007,
Latin America & the Caribbean (IDA & IBRD countries),2007,5.843975705
Timor-Leste,2007,10.30090202
Middle East & North Africa (IDA & IBRD countries),2007,4.74390639
Tonga,2007,5.842248749
South Asia (IDA & IBRD),2007,7.196728975
Sub-Saharan Africa (IDA & IBRD countries),2007,6.78669789
Trinidad and Tobago,2007,7.894388348
Tunisia,2007,2.966944325
Turkiye,2007,8.75618091
Tuvalu,2007,
Tanzania,2007,7.02551437
Uganda,2007,6.138510833
Ukraine,2007,12.83877962
Upper middle income,2007,5.544384858
Uruguay,2007,8.114645612
United States,2007,2.852672482
Uzbekistan,2007,
St. Vincent and the Grenadines,2007,7.236147016
"Venezuela, RB",2007,
British Virgin Islands,2007,
Virgin Islands (U.S.),2007,
Viet Nam,2007,8.344448898
Vanuatu,2007,3.935483871
World,2007,4.810237043
Samoa,2007,5.577063932
Kosovo,2007,4.358496953
"Yemen, Rep.",2007,7.90511779
South Africa,2007,6.177806835
Zambia,2007,10.6573496
Zimbabwe,2007,
Aruba,2008,8.955987052
Africa Eastern and Southern,2008,12.56664466
Afghanistan,2008,26.41866415
Africa Western and Central,2008,8.452976233
Angola,2008,12.47582913
Albania,2008,3.320870904
Andorra,2008,
Arab World,2008,11.27066524
United Arab Emirates,2008,12.25042024
Argentina,2008,
Armenia,2008,8.949953354
American Samoa,2008,
Antigua and Barbuda,2008,5.333806398
Australia,2008,4.35029855
Austria,2008,3.215950332
Azerbaijan,2008,20.84908718
Burundi,2008,24.40695104
Belgium,2008,4.489444205
Benin,2008,7.947298761
Burkina Faso,2008,10.6597979
Bangladesh,2008,8.901944895
Bulgaria,2008,12.3487196
Bahrain,2008,3.526003164
"Bahamas, The",2008,4.489559954
Bosnia and Herzegovina,2008,7.427043103
Belarus,2008,14.83787648
Belize,2008,6.394431003
Bermuda,2008,
Bolivia,2008,14.00681077
Brazil,2008,5.678593903
Barbados,2008,8.108108108
Brunei Darussalam,2008,2.084980237
Bhutan,2008,8.327160494
Botswana,2008,12.70218839
Central African Republic,2008,9.258950994
Canada,2008,2.370270674
Central Europe and the Baltics,2008,6.358663802
Switzerland,2008,2.426041171
Channel Islands,2008,
Chile,2008,8.71626873
China,2008,5.92525137
Cote d'Ivoire,2008,6.308527692
Cameroon,2008,5.337806276
"Congo, Dem. Rep.",2008,17.30138457
"Congo, Rep.",2008,4.95875092
Colombia,2008,6.996884956
Comoros,2008,1.700781763
Cabo Verde,2008,6.774435464
Costa Rica,2008,13.42446355
Caribbean small states,2008,8.033273277
Cuba,2008,
Curacao,2008,6.876323937
Cayman Islands,2008,
